,Parameter1,Parameter2,Parameter3,Parameter4,Parameter5,Parameter6,Parameter7,Parameter8,Parameter9,Parameter10,climate model
1863,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHO-G
1864,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,ECHO-G
1865,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1866,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1867,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1868,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1869,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1870,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1871,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1872,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1873,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1874,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1875,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1876,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,FGOALS-g1.0
1877,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,MRI-CGM2.3.2
1878,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,MRI-CGM2.3.2
1879,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,MRI-CGM2.3.2
1880,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,MRI-CGM2.3.2
1881,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,MRI-CGM2.3.2
1882,dynamic,No information,No information,No information,No information,No information,fixed long lat,No information,No information,timeframe in years,MRI-CGM2.3.2
